Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Diet_Type,Attendance_Percentage,Stress_Level_1_to_10,Residence,Internal_Marks,CGPA
23,Civil,5.006708965885196,8.087918841804484,6.838226091443962,6.819079536383772,Veg,94.67624290686358,5.433908371459564,Hosteller,79.14451423724611,8.41532776486857
23,IT,4.711580605327271,7.078309238162442,10.39694231176466,0.3973373222038568,Veg,84.84122568406073,4.971832095360257,Day Scholar,77.17844997615981,8.712659502833716
21,Civil,7.103169598781028,6.49353765569051,5.27152936419076,5.7350861631180265,Veg,98.23130317784644,8.234311832645,Day Scholar,71.37780672066191,8.02382716298224
24,CSE,6.432742985395965,7.134482380082491,3.179725158565761,0.2983998158430601,Veg,83.4109881094285,6.955367582498716,Day Scholar,81.5829939250256,9.153445614127516
23,Mechanical,4.6060859454264085,6.647516700963711,5.02741223584192,13.58817444418494,Non-Veg,80.61643626157563,4.3569819611346485,Hosteller,67.01189696514196,7.531770662037825
17,Electrical,4.448502830238514,5.507309438075136,7.196059125915532,3.1104561932631447,Veg,85.30601834920812,6.1100009791703735,Hosteller,66.45748925022532,7.363308308875977
22,ECE,6.2063985943431526,8.811264685439424,1.0030533329538054,0.8619962975021261,Non-Veg,92.07098526809112,5.336485123641731,Hosteller,77.08099031286135,8.471947100348743
22,Mechanical,5.48800141539999,5.143117077171868,4.503333290518351,5.341120345587141,Veg,88.90786489718684,6.932905443500864,Hosteller,69.48078372049393,7.3003331147988115
19,ECE,4.95023354478491,8.256820471017207,5.936914437563198,5.8204515102198595,Veg,86.49406285744512,4.588578677285297,Day Scholar,73.26636663647173,8.249659319026863
17,Civil,4.635032096667245,6.068110158578235,8.474089698639371,9.0781470091914,Veg,84.84702311033931,5.043508710943833,Day Scholar,69.2980072791047,7.229130521584018
18,Civil,2.1015092164302893,6.45898403724329,4.389076301078301,8.929742892150122,Non-Veg,69.74668832755054,1.2508424374046405,Hosteller,65.0471490164531,7.108465447221426
18,Mechanical,3.260131326443697,4.156589196240713,5.7570063909607345,16.07826550265533,Non-Veg,81.39246382414488,7.526333136600064,Day Scholar,54.30549674972278,5.378641000085109
17,CSE,2.76615385064609,5.731576296016117,7.6315470054420835,0.8712770717244239,Veg,79.30486526813526,3.594741993777874,Hosteller,58.42590643136519,6.0555003484767
25,ECE,1.80669281896675,6.878199126703016,4.417455762393831,1.6848628334767444,Veg,69.74460806082038,3.5471396968413424,Hosteller,65.15390761728084,7.089100657205593
17,IT,4.487916160131794,6.427910275696724,9.120921450929414,12.567717109417377,Non-Veg,78.32485725031472,3.817627670877064,Day Scholar,72.7535082463247,7.74230373639361
19,Mechanical,2.3061894138120054,7.03119591395757,6.00213042466872,11.967130618064251,Veg,70.68551709923065,2.007702544940016,Day Scholar,72.64938540891896,7.735760533744881
25,Mechanical,3.957772164281646,6.554760152905087,4.878583588205697,8.238679332115325,Non-Veg,77.24010289168024,2.458612307361306,Hosteller,78.10502159476387,8.074337684881527
17,Civil,5.2386547280685845,4.6290413981912435,3.575171331150002,16.363542707695462,Veg,84.2759436650351,5.330645705435147,Day Scholar,65.56112200271299,7.584025006655994
23,Electrical,4.885117320769994,4.386477330220021,3.1685830576565563,0.3991859961758407,Veg,89.31885030139244,8.137783405667903,Day Scholar,46.20830634628405,6.159874288505582
23,IT,2.4853643949627626,5.1318185436169985,5.996437771395666,6.104169797820166,Veg,71.40951295222315,4.091960644353887,Hosteller,62.4432706430481,6.967623338976993
24,ECE,2.95543927513401,5.904810690387238,5.849792060386796,11.173246093901037,Non-Veg,79.1015144041727,5.270123853073009,Hosteller,50.132802651538036,5.357331544309186
24,IT,4.982609592876246,7.448696076614907,5.597009682054374,12.243130409136105,Non-Veg,78.17993275452986,4.547951978570135,Hosteller,77.92431590003277,7.861717725280546
17,IT,3.0454430931685357,4.836648573629477,6.481948325971545,7.05413033624774,Non-Veg,71.7101962679665,6.202466905824334,Hosteller,49.930160183792225,5.542642657748777
17,Electrical,3.558767068864301,8.363771623661323,0.9454307291860139,13.631988991384366,Non-Veg,72.5639925358631,1.7855753259987923,Hosteller,70.61572774791705,7.768473647531206
17,IT,5.267195671144231,6.385632571880197,4.82494842827209,16.415030205388682,Non-Veg,76.93812695991147,4.454693090483962,Day Scholar,50.75196521041336,7.177321863179873
20,Mechanical,3.2469280839733803,5.533159021304904,10.765633770758988,5.848574770514532,Non-Veg,77.2103141997026,5.081160127694463,Hosteller,63.18088511577399,7.021523853179457
19,ECE,5.97416223482376,6.093356258117841,3.4577476214976994,4.174797261273326,Veg,83.81827023876585,8.250717421905195,Day Scholar,60.91594991568701,6.595790431016511
18,Mechanical,5.560861808308938,7.35443482077536,6.180971210816133,5.737073889268518,Non-Veg,85.55882415547343,5.8084945464610245,Day Scholar,80.61636538132532,8.708920953699838
22,Civil,3.598820402693356,7.477790415532245,9.628080788554422,0.0,Non-Veg,81.5050497728872,2.2818788428923535,Day Scholar,75.98904245091116,7.8403845848954
24,ECE,3.996478626821074,6.145898108547113,5.300389879099729,4.530831118288745,Non-Veg,73.65288151080111,5.478141154119875,Hosteller,67.87151249176233,7.42432025776229
25,Civil,3.4751563407792205,5.484439244860286,6.442707162189852,14.884225169288797,Veg,83.02954995044723,5.830883718675387,Day Scholar,61.137236621773326,7.347607502985783
18,Mechanical,2.3960871249898346,7.442032405710426,4.751186015578304,19.692851989886687,Veg,67.0416985294801,2.3194959874662215,Hosteller,53.21125557402554,6.954727367832033
23,Mechanical,4.674713598839067,6.694357208742106,5.125278377210972,13.471792879769287,Non-Veg,80.58815231878368,4.410966281326455,Hosteller,67.07900874359488,7.511876899296514
22,Electrical,3.255386334382504,5.959561796090459,4.911434395692108,14.565552881090658,Non-Veg,68.63521983857815,3.7422933522496638,Day Scholar,60.36059641176818,7.59258499880073
19,Civil,3.7244547222670756,4.523049195521679,1.949781468591102,11.808471051192162,Veg,82.72311174925531,6.870320711920154,Day Scholar,48.72614033388948,6.6306285599474215
17,ECE,1.7944225643756588,6.3114470238574345,5.318901858243737,0.025401342596143933,Non-Veg,78.4091560189316,3.3471542615472583,Day Scholar,56.070010221190664,6.31528585263391
21,Civil,2.554659796483489,7.00342245802149,7.465718773749168,12.876305390057624,Veg,76.07973592672505,1.74181775109048,Day Scholar,63.911454321035556,7.751971090066773
22,Electrical,4.235212863859308,9.296223884604865,4.491309410071461,0.1567021308343449,Non-Veg,87.89303700687474,1.6131230072660534,Hosteller,80.90450876397249,8.367089164373693
20,Mechanical,3.2367631563379713,5.554656264837372,10.861759902290162,6.114074553270382,Non-Veg,76.86800621767203,5.274701831940661,Hosteller,61.454486577369174,6.898483460807095
25,CSE,2.74661891307715,5.532262114419571,3.214624436845287,6.261160958957141,Non-Veg,64.58036582343013,5.266983304358106,Hosteller,64.21286247721974,6.641696725746268
18,Mechanical,3.7717847094026635,6.591779214142019,7.33265424743001,2.7730380146544533,Veg,97.49157918614351,4.179123381678539,Hosteller,65.20428540608864,6.90903707374628
19,Electrical,0.5643506407657641,6.637922101557116,6.65865100868699,5.064128293578699,Veg,64.59387793125914,1.0,Day Scholar,59.49135749409217,6.4939209497565615
20,Mechanical,2.4214525885461358,7.973976187750712,4.543718653514512,0.9475464243165126,Veg,76.11026679186077,1.1329625572912294,Hosteller,79.1109797111107,8.24288846259639
17,IT,5.146736637453477,6.059086386837769,4.3450607950292,9.88765587641473,Non-Veg,89.51311576538936,4.3494974193013265,Day Scholar,57.165724025556116,7.550607381373494
22,IT,4.49838862936101,4.413137544074881,4.404261073894435,6.610426235812508,Non-Veg,85.22950818464047,8.818712448462207,Hosteller,59.13727737717428,5.955624688610701
17,Civil,5.865546095301113,7.023968830705846,5.062455363694734,1.3351897016617682,Veg,95.4238109087907,5.592043701610426,Hosteller,80.2617374880253,8.851590498638275
21,Civil,2.639532196380705,6.8577388587601575,7.379189789712567,12.715216361696315,Veg,75.8284511408184,1.819029510976385,Day Scholar,63.395716674754986,7.812071816977312
22,CSE,4.272954246619664,7.868240074445396,5.279592455861196,6.542625505351179,Non-Veg,87.93485419383366,3.421533830865249,Day Scholar,63.99418062220377,7.57779308162789
20,CSE,4.287943104809827,6.017533915936241,2.9881000156529542,6.662750546296468,Non-Veg,74.44051410029222,5.202493687798233,Hosteller,69.57598916616952,6.751170375468972
23,Civil,3.8073343722583988,5.875369338090271,5.923389334046731,11.403857201951451,Non-Veg,73.87781892351603,5.895005935680094,Day Scholar,68.6931342394089,7.3331960273624235
25,ECE,6.795881914415533,5.886064101820453,3.167839848217537,8.05963691492766,Veg,100.0,6.833917032082384,Day Scholar,79.14709406047663,8.727073417153086
19,ECE,5.902802804462736,8.112583510183278,3.0185084505151933,2.552006036909232,Veg,86.44753893901387,5.043762122311945,Day Scholar,68.02007689322622,8.091095418020938
20,CSE,4.8744327604766875,4.177317114557454,3.0548177124400744,4.8900685804057025,Veg,85.22960879504728,8.426327630034981,Day Scholar,51.91952071330167,5.823027343049348
25,CSE,5.860537460243969,6.853369121927892,3.768394977884193,0.0,Veg,89.09115211536796,6.713395449909521,Day Scholar,68.63084038637494,7.8450112132330165
21,ECE,3.4066026271074783,5.6017224528970315,1.5744676494890735,19.201769327998633,Non-Veg,85.07715682027357,4.941006387205302,Day Scholar,70.94091833052606,7.199861839168204
24,Electrical,4.056013265508394,6.297738762218146,7.227275001897224,11.991750584496947,Veg,82.33831475400999,4.970781099053339,Day Scholar,70.16573126235595,7.266018815729964
25,CSE,5.7111786533510385,6.922514998420411,5.717020190993007,8.998961371994216,Veg,94.66060911474747,5.9072588750587665,Hosteller,64.63842023567305,8.318822154753768
17,IT,4.489394150145736,6.4885477392601505,9.189269124864822,12.592144788229266,Non-Veg,79.0283321910957,3.921694874791221,Day Scholar,73.62207764082937,7.77667968073521
22,CSE,4.518230245473965,5.9339585641155015,3.56037941433489,2.1713778317246613,Veg,82.28059026498302,4.857123638397674,Hosteller,75.46626494132468,8.192172602755456
17,Electrical,2.4506701145605088,5.556905307810387,7.362337576066528,8.62571169279057,Veg,83.10437141067092,3.9878629504389767,Hosteller,54.7860782571724,6.840223986648905
20,Civil,5.050063777830724,6.568432935265957,6.683959104298541,10.864642783988739,Non-Veg,79.29215542968487,5.63440665302277,Hosteller,76.67262209746607,8.3664170983553
19,IT,3.0482184361131983,8.065679714577485,4.0900077530699015,11.76787206610957,Non-Veg,84.29746517151091,3.1168183724154206,Day Scholar,72.12961024383765,7.006488172645391
17,Civil,5.8456037873215045,7.029841565747987,4.996185101673606,1.334147913668545,Veg,95.03643523622647,5.543611962063075,Hosteller,80.9345639721604,8.854880021960035
25,CSE,3.651274713540081,7.565347488373697,3.7969528790502767,4.481602012104309,Veg,78.91049109501617,1.3728334346500142,Hosteller,71.22617020740223,6.998873644554345
20,ECE,4.833226353274549,5.9201379241569505,4.085312328711105,7.784329677324754,Non-Veg,85.87624475035172,3.5950926564284416,Hosteller,61.78263302832031,6.54799966717
20,Mechanical,5.024152672072087,5.684525057997208,6.1849354551280475,3.4665817943320403,Veg,87.60997930771747,6.373399702165292,Hosteller,67.73804000457947,7.3808862031592275
22,Electrical,2.90233158788226,6.316673770168465,4.919441373445964,11.064576854676474,Veg,78.59174220413783,2.812300745919567,Day Scholar,65.29644592266825,6.289927772456196
20,Civil,3.811945678822897,5.703319862095202,6.43279900310366,6.453386866874006,Veg,75.37290929951335,4.98347295284649,Hosteller,59.784653942061155,5.942716218343869
23,Civil,4.046866666800909,5.496595458749695,1.0697466149057373,1.1577284238779582,Non-Veg,81.31913472539237,5.981861767731738,Day Scholar,62.82095503969088,7.203020857834893
23,ECE,5.073675158525908,5.946628935322082,6.085650657045113,6.548521025070585,Veg,90.84672731486411,6.769194871530675,Day Scholar,64.82496188310249,7.160278449013101
24,Electrical,4.19752449177349,5.75037316788701,7.650572543923282,0.8187540524536401,Non-Veg,73.37291202989067,6.494428616902492,Hosteller,46.78255911009334,5.619340307604778
20,Civil,4.925932361481763,5.593730655878264,6.346483796186935,4.669339101016937,Veg,90.48844292201369,6.643047536020521,Day Scholar,75.31388812442003,7.409086927780117
19,Civil,2.4985451182208904,5.830254989518585,6.39284738044944,7.204839459474189,Veg,71.68575960705034,3.4188013172663876,Day Scholar,61.73799557404524,6.263109289149657
24,Civil,4.789789778447688,5.347308458605886,6.427576606617759,15.672905950895268,Veg,82.77357011922656,7.401912178752512,Hosteller,52.855862719823385,6.8516008610444805
20,Civil,5.454358575617347,7.738765599510323,5.744802442559342,1.8978975087898329,Non-Veg,88.87955548872507,4.966214974545935,Hosteller,80.05407037672097,8.261953170468132
17,CSE,0.43919536079866023,7.0929865710885,3.210530086102921,8.468481130218496,Veg,55.150401584271684,2.4177493633907248,Day Scholar,57.10406423929793,6.464569157039925
22,IT,3.1632226964266295,5.548787437554847,6.934079953972075,1.4540406591277235,Veg,72.95928811178491,5.296468663806586,Day Scholar,50.40834124027442,6.000716976825306
24,Mechanical,3.0618356634149815,8.028435165191222,8.375021640431411,8.106647040937526,Veg,67.4881694221769,1.0229020247323133,Hosteller,63.90808573702368,7.731402359162887
17,ECE,4.5637054569531,5.671411117475616,8.808063470423505,11.327732740112891,Non-Veg,89.76491082717739,6.083168159296219,Day Scholar,61.62329232365336,6.850542242911879
22,Mechanical,5.373421767940975,7.183412539369183,4.0700651667876695,5.225916030994459,Non-Veg,85.03514382818979,5.031630510235397,Hosteller,59.3205494418605,7.186683500629251
21,Mechanical,4.129172281112326,5.814283690043102,1.1846964782126748,0.0,Veg,77.66539660143718,6.764800572783209,Hosteller,59.73716451775505,6.592958500260626
24,Civil,4.66112037417176,5.2789672429662255,6.49282076044677,16.80813577721358,Veg,82.18590099585036,7.244620008521782,Hosteller,52.775241313744516,6.8223810022973845
17,CSE,2.634724447853427,7.844680784776123,8.4525940139896,7.037434786998943,Non-Veg,66.86738904732756,1.6801963614343571,Day Scholar,67.13904996881666,7.238166437201297
21,Civil,3.664882518085913,5.7463586687286785,6.12262703828963,2.8499026036385104,Non-Veg,75.42304623325255,4.893462531600519,Day Scholar,54.034772318865855,7.107777502360661
21,Electrical,6.278985149959644,4.797986224499896,6.418186459167334,2.1433910279380193,Veg,99.5808223994928,8.403486562772853,Day Scholar,61.29787999395312,7.022028187711133
21,ECE,3.3866414410763594,5.615191040380469,1.737084563263296,19.193046730416015,Non-Veg,85.02141509193589,4.943738831766228,Day Scholar,70.40513309469273,7.206781920108242
25,Civil,4.863928235481165,7.234973059588127,3.1512974598903827,5.813441795852138,Non-Veg,83.5709211938228,4.86744555893993,Day Scholar,68.95963097332583,8.072310338372379
21,ECE,3.302810533709619,5.669690408815251,1.6636007818969467,19.314603288421583,Non-Veg,85.11463795135059,4.997802648416052,Day Scholar,69.19489742473186,7.168999885087583
24,ECE,5.8612989834006255,7.316910639728884,7.550510288593689,13.157403278771458,Non-Veg,88.80637043851479,5.32686766291252,Hosteller,81.03074158825345,9.187403005021368
17,CSE,3.6516706120371856,6.051741326524786,6.15966054820446,13.028977154058394,Veg,73.9773352105824,5.128936402405139,Hosteller,73.18195101061254,6.899661287639973
25,Civil,5.583861504666815,6.881220145563257,3.7456238758917255,8.318202238197022,Non-Veg,89.27679462900652,6.516967093906724,Hosteller,66.3930015374235,7.4499343727617084
17,IT,2.2323268178679028,4.350826343165112,2.6759816569836956,6.688541386049883,Veg,72.26930418758909,5.230872629950229,Day Scholar,49.1644421053208,6.006337122963264
25,Civil,5.559687227803257,6.915073931902911,3.6837573412756432,8.410254649681534,Non-Veg,88.62417696470482,6.702699638222916,Hosteller,65.61293714425119,7.414951516956722
18,IT,3.6656692489191482,5.580773351935805,4.1445962795736495,4.457369503822284,Non-Veg,75.679048371079,2.988844771405764,Day Scholar,55.923656660056444,6.596106808955917
23,Electrical,4.575792566835669,7.548925518538946,0.9790067344677424,5.7258274846784785,Veg,82.53980522613274,4.6129139635438685,Day Scholar,63.240748901930445,7.212516506022254
18,CSE,2.8328418980242063,5.54380516906091,1.780726306369069,5.765628272543038,Veg,75.3415986136013,4.8086612618301166,Day Scholar,57.993543507349024,6.358841676500724
21,Civil,5.661970681815315,6.459298319906011,5.674145793423541,7.728521086235741,Non-Veg,89.74370383405969,6.569668857281992,Day Scholar,75.27190596005478,8.270135701937553
23,IT,5.893227895340106,5.953910996942185,6.701896430249337,5.286284149905936,Veg,96.4406645075863,6.7992749629095295,Hosteller,61.691336487789485,7.8268686036681965
20,IT,4.761928983428313,5.6978539329706015,9.868317877728874,13.60129459591559,Non-Veg,82.43870603796373,6.860725215430787,Hosteller,72.07850155339716,7.401094599564924
20,Mechanical,5.080843396234854,7.592073212513736,2.7284534390281343,12.399663764370047,Non-Veg,85.67879996440739,5.673802036139598,Day Scholar,56.76658049909918,6.200980041280429
19,Civil,2.681585493535126,7.175147215242521,5.4306893822416935,8.811835195150586,Non-Veg,67.03545217251074,3.2818096396868284,Day Scholar,85.71731703002165,8.048575801961208
21,Mechanical,7.399618987994306,6.3394619515054025,4.339314787776794,13.75855629177826,Veg,95.01511675033107,8.815621393933815,Hosteller,68.49060164541828,8.262137768055087
23,Civil,5.464879354057378,6.497079961597898,4.891583815302167,9.939541117524318,Veg,82.97251490127493,6.61805625809395,Day Scholar,63.687935312620326,7.915012164193618
20,Mechanical,3.540017386521687,7.046994854808225,1.5563624878188838,6.940310628977974,Veg,79.06078322300475,4.0291678540437115,Day Scholar,63.533373712464545,7.433834887616251
17,Mechanical,4.471751414404608,8.29031663894842,8.77453839162421,5.088943939274029,Veg,89.46323267874396,2.7621152788154193,Hosteller,73.9838838817048,8.104739395870027
25,ECE,3.9086827087969174,6.6708124353764,4.316756007259582,7.838321742154249,Veg,81.981071355564,4.314789733372988,Hosteller,73.28925531582566,7.872055660328377
24,ECE,4.861346421437192,4.891751560926858,7.05861171475323,6.099382174169614,Veg,79.96195451331704,7.226079556060126,Day Scholar,56.51551563904835,7.1042766648563775
17,CSE,6.047651782674649,4.859427622031445,3.239887726249835,8.950170412106544,Non-Veg,87.2331813139619,7.63307325665615,Day Scholar,55.33653457906623,6.451206610965317
19,CSE,4.559211927413232,6.719629542863429,1.9219834424588513,1.6390090057242115,Veg,78.51691787039657,2.67969622990088,Day Scholar,74.51498137569467,8.36384061625479
17,Electrical,3.695081989116959,5.589440055603318,6.737719196734713,19.063762107662612,Non-Veg,73.32899445407003,5.842111901093974,Day Scholar,52.648453350530446,6.640449776234133
19,Electrical,3.5477495759414275,5.598505807415172,7.392694765380625,9.51124673906954,Veg,74.88115664287614,4.415633269591729,Hosteller,62.2451834474252,7.274851087976273
17,CSE,6.67683947332832,6.889318054498482,5.29548716748773,7.13739278705035,Non-Veg,88.95164764764698,8.952747479609219,Day Scholar,72.5311231205992,7.681894189715247
20,IT,3.9411016605326137,6.55933015829545,4.920811266506034,10.040759295836695,Veg,72.30172261939589,5.033209087907281,Day Scholar,57.59513297600678,6.451170110434399
21,Civil,3.158718001996441,7.916779751865273,6.436168523853243,8.49781454188947,Veg,75.56785054338803,1.7063160791687664,Hosteller,69.98856818586994,7.971697402364618
19,ECE,2.358332901741215,5.249302979043522,1.4962803059308212,7.791169779634604,Veg,83.22398126332881,3.432674954283347,Day Scholar,57.304872267878814,5.826492674950458
19,CSE,6.816367210999742,7.298978711152672,8.480669645558299,10.600594446292286,Veg,94.94630560246718,6.8845823678598235,Hosteller,77.45799305089491,8.98636658261689
20,ECE,4.852500416292655,5.8847398834882805,4.004717823896494,7.599608147853867,Non-Veg,86.35651649203206,3.7626470753457215,Hosteller,61.98944892661244,6.497702674567997
22,ECE,4.584035237243467,4.791138891901656,6.5243437444508485,5.110648729770601,Veg,64.67382089160566,6.76630282461991,Day Scholar,63.66873971328744,6.599391891173775
19,Civil,5.06267930560445,9.441670358441355,4.832617667060443,14.269974409608619,Veg,79.78032740582887,2.274994541923919,Hosteller,80.55661234792609,8.256409111559059
25,ECE,4.873662699809191,4.211609851486705,5.993816355450171,13.45890649110642,Non-Veg,74.49913206670651,9.010721051419605,Hosteller,49.55379522943206,5.890005539640864
17,Electrical,3.6898464233594845,4.646834596293948,7.850906102996644,10.905032940712797,Veg,80.77195827763624,6.830349106370991,Hosteller,52.612763437169626,6.336247452370588
25,Mechanical,3.654287896088862,5.184884485214217,8.464902119850505,7.999929358473728,Veg,79.06378427454453,5.163646771239584,Hosteller,60.21589480693787,6.090845076432375
25,Electrical,4.023935173881899,2.996194741539339,5.383401742653002,6.478870205551359,Veg,88.17308302954375,8.954283440086362,Day Scholar,42.96162276159877,5.2093389065842315
20,Electrical,2.627068692358864,5.753860028910824,5.296744649261419,2.949122963632626,Veg,74.48897479651441,5.075352205878949,Day Scholar,56.43060884185927,6.138737667089537
20,Mechanical,2.312490996836299,7.975887691470582,4.36771631241645,0.868276142172729,Veg,76.52652814819037,1.0,Hosteller,80.38209759136817,8.253361448138921
17,IT,6.557180309374737,8.597409428723067,7.362716044476579,8.419733874219219,Veg,90.43748175766162,5.269054167177124,Hosteller,78.34108935467343,9.035297832307874
18,ECE,3.340351933572774,5.923729273996906,6.736701056611788,2.735286720190391,Veg,71.98871980374172,3.138191818559727,Hosteller,61.52254368563671,7.224836939188796
21,Civil,3.913949294766956,7.2861081824855365,5.308787843760004,10.594967685013644,Non-Veg,74.0651749796274,5.446128136083906,Day Scholar,76.07531756150807,7.782144138715243
18,CSE,4.04267845327501,6.440106867266091,1.0516871279862583,0.07371441588424639,Non-Veg,88.87847322955382,3.797258876189778,Hosteller,60.416950866211906,7.249299815765308
22,IT,6.647600050393593,5.926148788163467,5.290551069223597,5.151398495795602,Veg,88.11606656312189,7.177586927510749,Hosteller,52.02132309247016,7.044185577103858
23,CSE,5.215868545470262,4.935617695907755,3.7064914415726293,6.224174766648945,Veg,93.05949251981546,8.254311058729286,Hosteller,59.446109800018895,6.869494838286426
23,CSE,4.594623911386089,4.218690239215812,4.339645251483244,8.689374729513302,Veg,91.12547357028076,4.280735070352667,Hosteller,64.45704808268347,6.927483570915019
24,Mechanical,3.8853304348595774,6.814432533571242,4.05044996284829,5.983948352512614,Non-Veg,73.65368622536764,3.1910778424382578,Day Scholar,75.0430040584303,7.968081744989449
20,Civil,3.4077475355178715,5.88468844192152,6.017485080923639,1.594559128598693,Non-Veg,80.1728387275905,4.669532030310161,Day Scholar,71.29558693335485,7.427962784980819
18,Mechanical,3.968260990846873,7.894278727212435,4.798577937079003,4.926091426070994,Non-Veg,76.52791207883371,3.231674400807838,Day Scholar,79.7779098007633,8.779660711329509
23,CSE,2.82434931672177,5.2505884998336425,2.4057580535604517,4.69125975787825,Non-Veg,64.7309937303319,4.059514563050342,Hosteller,64.01916084387906,6.600872366721228
23,Civil,5.413435344547156,6.721540726401807,4.200431133367702,12.94117432832672,Veg,93.39372611989192,6.36558490977568,Day Scholar,73.13445985636629,7.535087139127362
17,CSE,2.9778840401451183,6.116663424815895,1.4361437679796363,2.998499224670376,Non-Veg,77.96815612694154,4.759938403487776,Day Scholar,63.85996969689239,6.885627678559455
22,Civil,3.5549689523444723,4.402243698672363,6.014242851784479,0.038808462633922576,Veg,76.99462514914502,4.051134262042096,Day Scholar,54.56946892611776,6.626990748159076
24,CSE,3.7803934636388057,4.739783763719827,4.036055162855999,9.509595160967645,Veg,76.1078402857025,4.813476059067111,Hosteller,59.93599222476603,7.187678160960733
23,IT,4.871714674075309,3.277913914028448,6.059475501984468,8.968626139576767,Veg,80.915485488552,8.747390795128133,Hosteller,57.525024888647756,6.8213623181684495
18,Electrical,5.084791457619448,8.668346210857134,3.0937009082157307,9.36562779091373,Veg,89.07684226660727,4.741014438666631,Hosteller,73.69013797625922,8.47677156110808
19,IT,4.042150755174715,5.262117841802546,5.5873044928601825,7.425748170225157,Veg,70.61504536346703,4.410283635966553,Day Scholar,65.94008813921586,7.259941258751176
20,ECE,3.1912903872008638,6.864546958595443,3.688583913969258,12.215856044420363,Veg,76.08202742475491,3.3485204367732386,Hosteller,74.98329781332212,7.723634762466688
20,Mechanical,4.4099237105511175,7.917564748824237,9.427787554248024,4.486515797957588,Veg,77.56583572199312,5.760746614528143,Hosteller,64.39230385997013,6.891815963328067
17,Civil,5.195857528430042,4.5980965917831504,3.544514568814826,16.12053488490244,Veg,83.88908844946997,5.337767077737131,Day Scholar,65.85742284259173,7.596205950079169
23,ECE,5.599621399971975,6.4979131930995075,1.0392662588825072,4.94928742678641,Veg,84.82915588097087,5.788649468354958,Hosteller,71.1783100318435,6.988266264489001
22,IT,6.596373156923285,5.862742372657188,5.36892412832735,5.043465762019149,Veg,87.58511497111782,6.956313039836673,Hosteller,52.63636896581881,6.95346181702943
24,Mechanical,3.1093555415849927,9.573658317206391,2.5980004906452363,0.1395186830673163,Veg,77.01302251202515,1.0,Hosteller,71.59403450103413,7.424666061952108
20,ECE,4.564870536674857,5.321924685122219,7.254440047666736,11.173649541720025,Veg,80.4463525636192,7.990752435809415,Day Scholar,62.39781343893799,6.601169512754875
23,IT,5.483501682879192,7.07095759617287,3.394178332266878,13.354859733618424,Veg,85.6828251608212,5.6625873235395385,Day Scholar,71.00798326203412,7.4782381188582985
25,Mechanical,4.977507611545391,4.929559409294527,5.864841951448197,10.044190448714447,Veg,92.72445989772889,9.780202951482757,Day Scholar,48.46158502893959,5.504253233067389
20,Electrical,2.9588626384847228,5.861257343163067,6.172082961345871,9.049604769502954,Veg,71.31661712252165,2.44276398066867,Hosteller,69.53279939857964,7.203839483412115
19,Civil,5.180180605907765,9.2758051788822,4.937199688346816,14.373873894381896,Veg,79.5072474677549,2.1132361732227642,Hosteller,80.19179754494775,8.190396100962126
25,ECE,4.823720487298081,8.300925719200501,2.4598854186545327,6.6571072085450265,Non-Veg,79.47235293868893,2.4398988912264534,Day Scholar,62.132166369015486,7.928487952625436
18,Electrical,2.8340397397925865,7.479664807597021,2.8643311035325456,5.569484694881727,Veg,71.25902990721727,4.6313244481405675,Hosteller,50.34822108454981,5.802837816404241
21,ECE,4.336286458768045,6.731044539270462,2.8804331688244402,10.03152202921284,Veg,78.79733244225032,4.653565501802548,Hosteller,63.56176103214528,7.432196213190072
19,ECE,3.930785310724653,5.7772068520566675,1.8458099618202362,1.8470196225869517,Non-Veg,81.72066632498183,5.4490328146944345,Day Scholar,60.9757783584312,6.479807390211307
20,ECE,4.520265107360297,5.241341374843291,7.090163029890747,11.042647411231266,Veg,80.00811853996679,7.993609355458754,Day Scholar,61.85787258688386,6.74352677429091
19,Electrical,2.662556846602037,6.772658356257977,4.042159745859268,5.995796043310014,Non-Veg,68.89440628275625,2.572915908041254,Day Scholar,69.66791170815779,7.3954916821694106
23,IT,5.026230172350496,8.005301205352376,8.917253345590602,0.047428500254831654,Non-Veg,84.04893202499423,3.6087828018162256,Hosteller,80.396410186265,8.367442499191034
20,Civil,5.4167382270248075,7.656673223636487,5.813402123402039,1.8397554986662934,Non-Veg,89.38720394765122,4.836061118719004,Hosteller,79.81684153431578,8.182039718276945
23,ECE,2.735186803848305,6.240515788099177,1.6548205329696923,8.163887985554869,Non-Veg,76.24997405548055,3.217065862182022,Day Scholar,57.999289734360005,6.899829321407514
24,Electrical,3.2782962304215784,3.2953022081678984,5.005708165784888,2.2628546653838035,Veg,69.20646678960185,7.476713744423006,Hosteller,39.588609202795915,4.763465930646942
18,Civil,3.570873742551685,8.401718300955691,7.28424585240492,17.1976118230222,Non-Veg,80.15389804388833,1.0,Day Scholar,73.21795651765812,8.278078933110969
23,Electrical,4.970378005717633,4.3631755347605,3.340900233569424,0.9806576048770753,Veg,89.20559783150085,8.029519187861332,Day Scholar,46.1339603866583,6.198138480421015
23,Civil,4.346886912471748,7.400411874924761,3.901213056786278,12.959857270279006,Non-Veg,75.17345845949241,3.718239763198931,Day Scholar,71.90250986878814,8.013210866211134
